@type,accessLevel,accrualPeriodicity,bureauCode_0,conformsTo,contactPoint_@type,contactPoint_fn,contactPoint_hasEmail,dataQuality,describedBy,describedByType,description,distribution_0_description,distribution_0_downloadURL,distribution_0_format,distribution_0_mediaType,distribution_0_title,distribution_0_conformsTo,distribution_0_describedBy,distribution_0_describedByType,distribution_1_description,distribution_1_downloadURL,distribution_1_format,distribution_1_mediaType,distribution_1_title,distribution_1_conformsTo,distribution_1_describedBy,distribution_1_describedByType,distribution_1_accessURL,distribution_2_conformsTo,distribution_2_describedBy,distribution_2_describedByType,distribution_2_description,distribution_2_downloadURL,distribution_2_format,distribution_2_mediaType,distribution_2_title,distribution_2_accessURL,distribution_3_description,distribution_3_downloadURL,distribution_3_format,distribution_3_mediaType,distribution_3_title,distribution_3_accessURL,identifier,isPartOf,issued,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,keyword_21,keyword_22,keyword_23,keyword_24,keyword_25,keyword_26,keyword_27,keyword_28,keyword_29,keyword_30,keyword_31,keyword_32,keyword_33,keyword_34,keyword_35,keyword_36,landingPage,language,license,modified,primaryITInvestmentUII,programCode_0,publisher_name,references_0,references_1,references_2,references_3,rights,spatial,systemOfRecords,temporal,theme_0,title
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for November 2023.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2430,US-GOV-SSA-1548,,2023,Administrative Law Judge,ALJ,Dispositions,FOIA,Freedom Of Information,Hearing Offices,November,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2023-12-11,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2023-11-24,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - November 2023
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for December 2023.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2431,US-GOV-SSA-1548,,2023,Administrative Law Judge,ALJ,December,Dispositions,FOIA,Freedom Of Information,Hearing Offices,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2023-12-29,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - December 2023
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for January 2024.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2432,US-GOV-SSA-1548,,2024,Administrative Law Judge,ALJ,Dispositions,FOIA,Freedom Of Information,Hearing Offices,January,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-02-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2024-01-26,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - January 2024
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for February 2024.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2433,US-GOV-SSA-1548,,2024,Administrative Law Judge,ALJ,Dispositions,February,FOIA,Freedom Of Information,Hearing Offices,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-03-06,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2024/04_February_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2024-02-23,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - February 2024
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for October 2023.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_October_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_October_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2434,US-GOV-SSA-1393,,2023,Average Number of Days,Average Processing Time,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,OARO,October,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_October_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2023-11-07,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_October_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2023-10-27,,Hearing Office Average Processing Time Ranking Report - October 2023
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for November 2023.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_November_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_November_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2435,US-GOV-SSA-1393,,2023,Average Number of Days,Average Processing Time,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,November,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_November_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2023-12-11,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_November_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2023-11-24,,Hearing Office Average Processing Time Ranking Report - November 2023
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for December 2023.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_December_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_December_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2436,US-GOV-SSA-1393,,2023,Average Number of Days,Average Processing Time,December,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_December_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_December_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2023-12-29,,Hearing Office Average Processing Time Ranking Report - December 2023
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for January 2024.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2023/05_January_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2023/05_January_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2437,US-GOV-SSA-1393,,2024,Average Number of Days,Average Processing Time,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,January,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2023/05_January_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-02-07,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2023/05_January_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-22/2024-01-26,,Hearing Office Average Processing Time Ranking Report - January 2024
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for February 2024.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_February_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_February_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2438,US-GOV-SSA-1393,,2024,Average Number of Days,Average Processing Time,Disposition,February,FOIA,Freedom Of Information,Hearing Office,Hearing Request,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_February_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-03-06,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2024/05_February_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2023-09-30/2024-02-23,,Hearing Office Average Processing Time Ranking Report - February 2024
dcat:Dataset,public,R/P1W,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2439,,,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,R/P1W,,016:000,Social Security Administration,,,,,,,,R/2011-01-01/P1W,,Help America Vote Verification (HAVV) Transactions by State Data Collection
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-08.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending January 8, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-01-08.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-08.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2440,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,January,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-08.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-01-08.html,https://www.ssa.gov/open/havv/havv-weekly-2011-01-08.html#terms,,,,,,2011-01-02/2011-01-08,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending January 8, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-15.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending January 15, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-01-15.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-15.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2441,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,January,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-15.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-01-15.html,https://www.ssa.gov/open/havv/havv-weekly-2011-01-15.html#terms,,,,,,2011-01-09/2011-01-15,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending January 15, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-22.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending January 22, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-01-22.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-22.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2442,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,January,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-22.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-01-22.html,https://www.ssa.gov/open/havv/havv-weekly-2011-01-22.html#terms,,,,,,2011-01-16/2011-01-22,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending January 22, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-29.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending January 29, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-01-29.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-29.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2443,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,January,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-01-29.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-01-29.html,https://www.ssa.gov/open/havv/havv-weekly-2011-01-29.html#terms,,,,,,2011-01-23/2011-01-29,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending January 29, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-05.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending February 5, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-02-05.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-05.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2444,US-GOV-SSA-2439,,2011,February,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-05.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-02-05.html,https://www.ssa.gov/open/havv/havv-weekly-2011-02-05.html#terms,,,,,,2011-01-30/2011-02-05,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending February 5, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-12.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending February 12, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-02-12.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-12.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2445,US-GOV-SSA-2439,,2011,February,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-12.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-02-12.html,https://www.ssa.gov/open/havv/havv-weekly-2011-02-12.html#terms,,,,,,2011-02-06/2011-02-12,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending February 12, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-19.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending February 19, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-02-19.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-19.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2446,US-GOV-SSA-2439,,2011,February,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-19.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-02-19.html,https://www.ssa.gov/open/havv/havv-weekly-2011-02-19.html#terms,,,,,,2011-02-13/2011-02-19,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending February 19, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-26.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending February 26, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-02-26.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-26.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2447,US-GOV-SSA-2439,,2011,February,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-02-26.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-02-26.html,https://www.ssa.gov/open/havv/havv-weekly-2011-02-26.html#terms,,,,,,2011-02-20/2011-02-26,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending February 26, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-05.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending March 5, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-03-05.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-05.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2448,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,March,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-05.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-03-05.html,https://www.ssa.gov/open/havv/havv-weekly-2011-03-05.html#terms,,,,,,2011-02-27/2011-03-05,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending March 5, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-12.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending March 12, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-03-12.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-12.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2449,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,March,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-12.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-03-12.html,https://www.ssa.gov/open/havv/havv-weekly-2011-03-12.html#terms,,,,,,2011-03-06/2011-03-12,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending March 12, 2011"
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-19.html#terms,,"This dataset represents the results of the 4-digit match performed using the Social Security - Help America Vote Verification (HAVV) system. Report for week ending March 19, 2011.",,https://www.ssa.gov/open/havv/havv-weekly-2011-03-19.html,HTML,text/html,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-19.csv,CSV,text/csv,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2450,US-GOV-SSA-2439,,2011,FOIA,Freedom Of Information Act,HAVA,HAVV,Help America Vote Act,Help America Vote Verification,March,Social Security,Social Security Administration,SSA,Voter,Voter Registration,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/open/havv/havv-weekly-2011-03-19.html,,https://creativecommons.org/publicdomain/zero/1.0/,2024-06-27,,016:000,Social Security Administration,https://www.ssa.gov/open/havv/havv-weekly-2011-03-19.html,https://www.ssa.gov/open/havv/havv-weekly-2011-03-19.html#terms,,,,,,2011-03-13/2011-03-19,,"Help America Vote Verification (HAVV) Transactions by State - Week Ending March 19, 2011"
